,Hold .,Hold t,Hold i,Hold e,Hold Shift,Hold 5,Hold Shift,Hold Caps,Hold r,Hold o,Hold a,Hold n,Hold l,Hold Enter,DD ..t,DD t.i,DD i.e,DD e.Shift,DD Shift.5,DD 5.Shift,DD Shift.Caps,DD Caps.r,DD r.o,DD o.a,DD a.n,DD n.l,DD l.Enter,UD ..t,UD t.i,UD i.e,UD e.Shift,UD Shift.5,UD 5.Shift,UD Shift.Caps,UD Caps.r,UD r.o,UD o.a,UD a.n,UD n.l,UD l.Enter,Pressure .,Pressure t,Pressure i,Pressure e,Pressure Shift,Pressure 5,Pressure Shift,Pressure Caps,Pressure r,Pressure o,Pressure a,Pressure n,Pressure l,Pressure Enter,Size .,Size t,Size i,Size e,Size Shift,Size 5,Size Shift,Size Caps,Size r,Size o,Size a,Size n,Size l,Size Enter,AvH,AvP,AvA
2141,91.0,103.0,79.0,85.0,80.0,93.0,97.0,89.0,101.0,103.0,135.0,84.0,85.0,71.0,550.0,262.0,236.0,2469.0,535.0,276.0,457.0,680.0,272.0,262.0,254.0,270.0,510.0,459.0,159.0,157.0,2384.0,455.0,183.0,360.0,591.0,171.0,159.0,119.0,186.0,425.0,0.609600007534027,0.206400007009506,0.268800020217895,0.302400022745132,0.672000050544738,0.139200001955032,0.816000044345855,0.163200005888938,0.379200011491775,0.302400022745132,0.201600015163421,0.096000000834465,0.408000022172927,0.302400022745132,0.38709676265716497,0.354838699102401,0.483870953321456,0.645161271095275,0.51612901687622,0.322580635547637,0.580645143985748,0.322580635547637,0.322580635547637,0.51612901687622,0.419354826211929,0.25806450843811,0.451612889766693,0.483870953321456,92.57142857142857,0.3476571610995696,0.4331797105925418
2064,155.0,111.0,139.0,138.0,145.0,134.0,129.0,107.0,116.0,192.0,127.0,167.0,144.0,155.0,848.0,561.0,649.0,491.0,938.0,568.0,710.0,600.0,685.0,650.0,750.0,515.0,561.0,693.0,450.0,510.0,353.0,793.0,434.0,581.0,493.0,569.0,458.0,623.0,348.0,417.0,0.508800029754638,0.542400002479553,0.681600034236908,0.739200055599212,0.187200009822845,0.705600023269653,0.235200017690658,0.54720002412796,0.182400003075599,0.499200016260147,0.345600008964538,0.532800018787384,0.523200035095214,0.211200013756752,0.322580635547637,0.25806450843811,0.419354826211929,0.322580635547637,0.322580635547637,0.38709676265716497,0.38709676265716497,0.322580635547637,0.38709676265716497,0.290322571992874,0.25806450843811,0.419354826211929,0.225806444883346,0.38709676265716497,139.92857142857142,0.4601143066372186,0.3364055199282504
1926,92.0,103.0,85.0,96.0,107.0,77.0,89.0,113.0,92.0,65.0,120.0,107.0,64.0,82.0,293.0,296.0,128.0,384.0,591.0,246.0,379.0,251.0,560.0,204.0,216.0,374.0,600.0,201.0,193.0,43.0,288.0,484.0,169.0,290.0,138.0,468.0,139.0,96.0,267.0,536.0,0.105600006878376,0.480000019073486,0.235200017690658,0.139200001955032,0.835200011730194,0.196800008416175,0.148800000548362,0.153600007295608,0.172800004482269,0.158400014042854,0.148800000548362,0.619200050830841,0.283200025558471,0.571200013160705,0.225806444883346,0.38709676265716497,0.419354826211929,0.38709676265716497,0.451612889766693,0.419354826211929,0.290322571992874,0.322580635547637,0.290322571992874,0.322580635547637,0.25806450843811,0.483870953321456,0.741935491561889,0.419354826211929,92.28571428571429,0.3034285844436709,0.3870967647859024
2356,117.0,116.0,107.0,85.0,95.0,90.0,112.0,113.0,82.0,100.0,107.0,85.0,107.0,68.0,747.0,488.0,1079.0,1024.0,676.0,607.0,927.0,761.0,615.0,590.0,634.0,377.0,479.0,630.0,372.0,972.0,939.0,581.0,517.0,815.0,648.0,533.0,490.0,527.0,292.0,372.0,0.633600056171417,0.499200016260147,0.878400027751922,0.302400022745132,0.220800012350082,0.566400051116943,0.187200009822845,0.700800061225891,0.475200027227401,0.230400010943412,0.489600032567977,0.302400022745132,0.0816000029444694,0.225600004196167,0.38709676265716497,0.25806450843811,0.483870953321456,0.51612901687622,0.322580635547637,0.322580635547637,0.290322571992874,0.451612889766693,0.290322571992874,0.451612889766693,0.38709676265716497,0.451612889766693,0.193548381328582,0.419354826211929,98.85714285714286,0.41382859700492414,0.373271878276552
31,162.0,120.0,156.0,99.0,104.0,94.0,99.0,97.0,117.0,128.0,99.0,138.0,119.0,161.0,426.0,355.0,331.0,328.0,2239.0,347.0,466.0,337.0,592.0,295.0,404.0,291.0,6198.0,264.0,235.0,175.0,229.0,2135.0,253.0,367.0,240.0,475.0,167.0,305.0,153.0,6079.0,0.120000004768371,0.556800007820129,0.830400049686431,0.235200017690658,0.139200001955032,0.096000000834465,0.302400022745132,0.105600006878376,0.134400010108947,0.163200005888938,0.187200009822845,0.096000000834465,0.153600007295608,0.739200055599212,0.25806450843811,0.38709676265716497,0.483870953321456,0.419354826211929,0.25806450843811,0.25806450843811,0.419354826211929,0.225806444883346,0.322580635547637,0.354838699102401,0.354838699102401,0.193548381328582,0.322580635547637,0.354838699102401,120.92857142857143,0.2756571572806149,0.3294930777379438
2310,82.0,98.0,90.0,100.0,72.0,73.0,70.0,78.0,106.0,90.0,62.0,71.0,75.0,71.0,528.0,319.0,561.0,364.0,505.0,359.0,967.0,864.0,1732.0,636.0,596.0,244.0,553.0,446.0,221.0,471.0,264.0,433.0,286.0,897.0,786.0,1626.0,546.0,534.0,173.0,478.0,0.124800004065036,0.0864000022411346,0.129600003361701,0.748800039291381,0.302400022745132,0.110400006175041,0.134400010108947,0.124800004065036,0.134400010108947,0.158400014042854,0.124800004065036,0.139200001955032,0.0912000015377998,0.604800045490264,0.322580635547637,0.129032254219055,0.25806450843811,0.935483813285827,0.806451559066772,0.225806444883346,0.290322571992874,0.193548381328582,0.25806450843811,0.290322571992874,0.25806450843811,0.290322571992874,0.225806444883346,0.354838699102401,81.28571428571429,0.2153142978038101,0.34562210525785125
1933,90.0,93.0,84.0,82.0,104.0,85.0,99.0,113.0,102.0,104.0,99.0,85.0,92.0,87.0,246.0,246.0,291.0,737.0,573.0,196.0,454.0,191.0,537.0,178.0,181.0,328.0,496.0,156.0,153.0,207.0,655.0,469.0,111.0,355.0,78.0,435.0,74.0,82.0,243.0,404.0,0.403200030326843,0.129600003361701,0.216000005602836,0.19200000166893,0.211200013756752,0.168000012636184,0.38400000333786,0.172800004482269,0.187200009822845,0.48480001091957,0.422400027513504,0.211200013756752,0.129600003361701,0.220800012350082,0.354838699102401,0.225806444883346,0.483870953321456,0.354838699102401,0.38709676265716497,0.354838699102401,0.419354826211929,0.38709676265716497,0.322580635547637,0.38709676265716497,0.322580635547637,0.419354826211929,0.322580635547637,0.451612889766693,94.21428571428571,0.25234286806413064,0.370967730879783
482,104.0,94.0,117.0,93.0,98.0,65.0,99.0,97.0,83.0,109.0,139.0,111.0,97.0,52.0,529.0,331.0,250.0,349.0,450.0,298.0,379.0,419.0,397.0,302.0,315.0,245.0,526.0,425.0,237.0,133.0,256.0,352.0,233.0,280.0,322.0,314.0,193.0,176.0,134.0,429.0,0.240000009536743,0.681600034236908,0.796800017356872,0.249600008130073,0.763200044631958,0.518400013446807,0.220800012350082,0.172800004482269,0.580800056457519,0.230400010943412,0.753600060939788,0.172800004482269,0.302400022745132,0.302400022745132,0.419354826211929,0.38709676265716497,0.419354826211929,0.354838699102401,0.354838699102401,0.38709676265716497,0.322580635547637,0.322580635547637,0.290322571992874,0.354838699102401,0.354838699102401,0.290322571992874,0.483870953321456,0.51612901687622,97.0,0.4275428801774975,0.37557602567332066
1514,82.0,126.0,118.0,242.0,110.0,89.0,142.0,88.0,122.0,132.0,82.0,105.0,105.0,62.0,982.0,1026.0,985.0,2174.0,1046.0,766.0,1066.0,846.0,925.0,978.0,1050.0,677.0,1064.0,900.0,900.0,867.0,1932.0,936.0,677.0,924.0,758.0,803.0,846.0,968.0,572.0,959.0,0.153600007295608,0.0384000018239021,0.182400003075599,0.144000008702278,0.158400014042854,0.0336000025272369,0.148800000548362,0.0384000018239021,0.153600007295608,0.0480000004172325,0.316800028085708,0.0432000011205673,0.0432000011205673,0.052800003439188,0.193548381328582,0.129032254219055,0.193548381328582,0.129032254219055,0.225806444883346,0.129032254219055,0.193548381328582,0.161290317773818,0.193548381328582,0.161290317773818,0.483870953321456,0.193548381328582,0.193548381328582,0.129032254219055,114.64285714285714,0.11108572009418667,0.19354838132858213
1883,83.0,76.0,74.0,64.0,51.0,84.0,52.0,62.0,73.0,112.0,61.0,89.0,88.0,50.0,1054.0,428.0,484.0,874.0,418.0,369.0,375.0,443.0,566.0,765.0,563.0,334.0,700.0,971.0,352.0,410.0,810.0,367.0,285.0,323.0,381.0,493.0,653.0,502.0,245.0,612.0,0.0768000036478042,0.230400010943412,0.10080000758171,0.0768000036478042,0.0864000022411346,0.0576000027358531,0.0912000015377998,0.0480000004172325,0.0864000022411346,0.105600006878376,0.240000009536743,0.096000000834465,0.0912000015377998,0.105600006878376,0.225806444883346,0.25806450843811,0.322580635547637,0.25806450843811,0.25806450843811,0.225806444883346,0.290322571992874,0.193548381328582,0.25806450843811,0.354838699102401,0.25806450843811,0.290322571992874,0.290322571992874,0.354838699102401,72.78571428571429,0.10662857576140321,0.27419354021549175
1087,80.0,108.0,74.0,83.0,106.0,83.0,79.0,78.0,64.0,63.0,98.0,99.0,73.0,52.0,347.0,278.0,403.0,307.0,553.0,283.0,344.0,386.0,366.0,512.0,532.0,278.0,453.0,267.0,170.0,329.0,224.0,447.0,200.0,265.0,308.0,302.0,449.0,434.0,179.0,380.0,0.0768000036478042,0.110400006175041,0.35520002245903,0.249600008130073,0.403200030326843,0.158400014042854,0.249600008130073,0.364800006151199,0.158400014042854,0.148800000548362,0.187200009822845,0.148800000548362,0.54720002412796,0.124800004065036,0.225806444883346,0.225806444883346,0.322580635547637,0.25806450843811,0.322580635547637,0.290322571992874,0.419354826211929,0.322580635547637,0.322580635547637,0.25806450843811,0.322580635547637,0.25806450843811,0.580645143985748,0.322580635547637,81.42857142857143,0.23451429658702397,0.3179723407540997
2133,99.0,93.0,91.0,72.0,87.0,68.0,91.0,79.0,85.0,113.0,176.0,90.0,72.0,62.0,667.0,274.0,294.0,1181.0,656.0,343.0,480.0,613.0,516.0,292.0,258.0,296.0,555.0,568.0,181.0,203.0,1109.0,569.0,275.0,389.0,534.0,431.0,179.0,82.0,206.0,483.0,0.489600032567977,0.134400010108947,0.27360001206398,0.302400022745132,0.38400000333786,0.129600003361701,0.230400010943412,0.163200005888938,0.158400014042854,0.244800016283988,0.864000022411346,0.134400010108947,0.105600006878376,0.532800018787384,0.322580635547637,0.25806450843811,0.483870953321456,0.483870953321456,0.38709676265716497,0.290322571992874,0.419354826211929,0.290322571992874,0.38709676265716497,0.419354826211929,0.419354826211929,0.354838699102401,0.161290317773818,0.548387050628662,91.28571428571429,0.29622858496648874,0.37327187614781465
1894,85.0,71.0,91.0,54.0,86.0,60.0,52.0,59.0,67.0,25.0,71.0,80.0,73.0,69.0,443.0,432.0,703.0,2355.0,542.0,548.0,554.0,452.0,1370.0,586.0,707.0,238.0,531.0,358.0,361.0,612.0,2301.0,456.0,488.0,502.0,393.0,1303.0,561.0,636.0,158.0,458.0,0.0768000036478042,0.0816000029444694,0.0912000015377998,0.144000008702278,0.110400006175041,0.0672000050544738,0.0912000015377998,0.072000004351139,0.0768000036478042,0.0912000015377998,0.0576000027358531,0.096000000834465,0.0816000029444694,0.0864000022411346,0.290322571992874,0.25806450843811,0.290322571992874,0.290322571992874,0.290322571992874,0.161290317773818,0.290322571992874,0.193548381328582,0.225806444883346,0.290322571992874,0.225806444883346,0.225806444883346,0.290322571992874,0.225806444883346,67.35714285714286,0.08742857484945221,0.2534562136445723
423,71.0,73.0,90.0,46.0,86.0,67.0,87.0,68.0,65.0,75.0,71.0,65.0,72.0,52.0,390.0,297.0,762.0,1243.0,621.0,411.0,425.0,648.0,984.0,497.0,466.0,249.0,430.0,319.0,224.0,672.0,1197.0,535.0,344.0,338.0,580.0,919.0,422.0,395.0,184.0,358.0,0.172800004482269,0.134400010108947,0.240000009536743,0.148800000548362,0.148800000548362,0.134400010108947,0.139200001955032,0.129600003361701,0.124800004065036,0.206400007009506,0.148800000548362,0.120000004768371,0.124800004065036,0.134400010108947,0.38709676265716497,0.25806450843811,0.25806450843811,0.290322571992874,0.290322571992874,0.25806450843811,0.290322571992874,0.225806444883346,0.225806444883346,0.225806444883346,0.290322571992874,0.225806444883346,0.193548381328582,0.25806450843811,70.57142857142857,0.1505142908011158,0.2626728032316477
114,102.0,90.0,56.0,71.0,86.0,88.0,71.0,69.0,89.0,72.0,81.0,96.0,73.0,66.0,1951.0,513.0,2072.0,991.0,621.0,848.0,398.0,737.0,864.0,435.0,715.0,403.0,607.0,1849.0,423.0,2016.0,920.0,535.0,760.0,327.0,668.0,775.0,363.0,634.0,307.0,534.0,0.110400006175041,0.0816000029444694,0.072000004351139,0.0576000027358531,0.0576000027358531,0.0672000050544738,0.110400006175041,0.0624000020325183,0.0624000020325183,0.0672000050544738,0.072000004351139,0.0768000036478042,0.072000004351139,0.0624000020325183,0.25806450843811,0.193548381328582,0.225806444883346,0.161290317773818,0.225806444883346,0.193548381328582,0.322580635547637,0.193548381328582,0.193548381328582,0.193548381328582,0.25806450843811,0.25806450843811,0.225806444883346,0.25806450843811,79.28571428571429,0.0737142895481415,0.2258064448833459
2,87.0,90.0,83.0,65.0,79.0,73.0,96.0,62.0,64.0,109.0,116.0,105.0,73.0,68.0,450.0,464.0,458.0,468.0,499.0,395.0,436.0,495.0,881.0,522.0,975.0,309.0,542.0,363.0,374.0,375.0,403.0,420.0,322.0,340.0,433.0,817.0,413.0,859.0,204.0,469.0,0.187200009822845,0.297600001096725,0.331200003623962,0.124800004065036,0.124800004065036,0.115200005471706,0.139200001955032,0.29280000925064,0.105600006878376,0.163200005888938,0.163200005888938,0.312000006437301,0.120000004768371,0.129600003361701,0.38709676265716497,0.322580635547637,0.290322571992874,0.25806450843811,0.25806450843811,0.290322571992874,0.25806450843811,0.225806444883346,0.193548381328582,0.290322571992874,0.322580635547637,0.225806444883346,0.25806450843811,0.225806444883346,83.57142857142857,0.18617143375532907,0.27188939281872293
1673,116.0,70.0,92.0,79.0,85.0,86.0,79.0,85.0,101.0,101.0,111.0,134.0,118.0,93.0,594.0,390.0,419.0,514.0,649.0,338.0,469.0,1062.0,1226.0,666.0,686.0,333.0,416.0,478.0,320.0,327.0,435.0,564.0,252.0,390.0,977.0,1125.0,565.0,575.0,199.0,298.0,0.254400014877319,0.571200013160705,0.187200009822845,0.302400022745132,0.201600015163421,0.158400014042854,0.388800024986267,0.499200016260147,0.172800004482269,0.508800029754638,0.211200013756752,0.158400014042854,0.120000004768371,0.163200005888938,0.419354826211929,0.38709676265716497,0.290322571992874,0.774193525314331,0.354838699102401,0.25806450843811,0.290322571992874,0.25806450843811,0.290322571992874,0.290322571992874,0.354838699102401,0.322580635547637,0.290322571992874,0.290322571992874,96.42857142857143,0.2784000145537509,0.3479262569120949
2015,101.0,83.0,108.0,87.0,92.0,86.0,100.0,87.0,108.0,113.0,116.0,85.0,98.0,120.0,319.0,253.0,205.0,534.0,565.0,263.0,408.0,343.0,351.0,122.0,138.0,179.0,320.0,218.0,170.0,97.0,447.0,473.0,177.0,308.0,256.0,243.0,9.0,22.0,94.0,222.0,0.124800004065036,0.705600023269653,0.302400022745132,0.542400002479553,0.144000008702278,0.129600003361701,0.59520000219345,0.148800000548362,0.35520002245903,0.254400014877319,0.48480001091957,0.206400007009506,0.662400007247924,0.302400022745132,0.38709676265716497,0.419354826211929,0.548387050628662,0.322580635547637,0.38709676265716497,0.322580635547637,0.354838699102401,0.322580635547637,0.25806450843811,0.451612889766693,0.419354826211929,0.25806450843811,0.774193525314331,0.580645143985748,98.85714285714286,0.3541714394731176,0.41474652928965394
1723,94.0,83.0,92.0,112.0,105.0,84.0,109.0,79.0,83.0,57.0,74.0,57.0,83.0,83.0,459.0,285.0,336.0,521.0,521.0,236.0,463.0,340.0,489.0,306.0,222.0,237.0,503.0,365.0,202.0,244.0,409.0,416.0,152.0,354.0,261.0,406.0,249.0,148.0,180.0,420.0,0.129600003361701,0.19200000166893,0.153600007295608,0.542400002479553,0.604800045490264,0.144000008702278,0.148800000548362,0.144000008702278,0.312000006437301,0.134400010108947,0.168000012636184,0.153600007295608,0.129600003361701,0.705600023269653,0.322580635547637,0.38709676265716497,0.290322571992874,0.38709676265716497,0.38709676265716497,0.225806444883346,0.322580635547637,0.225806444883346,0.322580635547637,0.290322571992874,0.354838699102401,0.322580635547637,0.25806450843811,0.645161271095275,85.35714285714286,0.26160001009702627,0.3387096673250193
2010,106.0,95.0,102.0,92.0,102.0,93.0,71.0,96.0,94.0,104.0,104.0,102.0,92.0,86.0,365.0,210.0,111.0,290.0,505.0,167.0,400.0,388.0,222.0,145.0,158.0,242.0,433.0,259.0,115.0,9.0,198.0,403.0,74.0,329.0,292.0,128.0,41.0,54.0,140.0,341.0,0.0480000004172325,0.686400055885314,0.27360001206398,0.211200013756752,0.379200011491775,0.513600051403045,0.542400002479553,0.134400010108947,0.0816000029444694,0.552000045776367,0.432000011205673,0.37440001964569,0.398400008678436,0.364800006151199,0.193548381328582,0.38709676265716497,0.38709676265716497,0.451612889766693,0.38709676265716497,0.322580635547637,0.51612901687622,0.25806450843811,0.225806444883346,0.419354826211929,0.38709676265716497,0.25806450843811,0.354838699102401,0.25806450843811,95.64285714285714,0.35657144657203105,0.34331796211855703
2172,115.0,129.0,120.0,121.0,96.0,84.0,107.0,97.0,124.0,119.0,135.0,101.0,82.0,102.0,473.0,249.0,234.0,1160.0,655.0,386.0,460.0,591.0,272.0,262.0,242.0,283.0,545.0,358.0,120.0,114.0,1039.0,559.0,302.0,353.0,494.0,148.0,143.0,107.0,182.0,463.0,0.115200005471706,0.441600024700164,0.302400022745132,0.835200011730194,0.883200049400329,0.144000008702278,0.696000039577484,0.163200005888938,0.124800004065036,0.921600043773651,0.758400022983551,0.527999997138977,0.134400010108947,0.720000028610229,0.290322571992874,0.354838699102401,0.51612901687622,0.483870953321456,0.419354826211929,0.354838699102401,0.548387050628662,0.322580635547637,0.290322571992874,0.548387050628662,0.580645143985748,0.290322571992874,0.25806450843811,0.419354826211929,109.42857142857143,0.483428591064044,0.4055299375738413
2644,114.0,91.0,103.0,75.0,78.0,100.0,94.0,86.0,82.0,91.0,92.0,128.0,100.0,69.0,534.0,427.0,448.0,663.0,602.0,645.0,504.0,628.0,589.0,562.0,573.0,407.0,480.0,420.0,336.0,345.0,588.0,524.0,545.0,410.0,542.0,507.0,471.0,481.0,279.0,380.0,0.0912000015377998,0.0864000022411346,0.10080000758171,0.364800006151199,0.110400006175041,0.0816000029444694,0.105600006878376,0.0912000015377998,0.0912000015377998,0.105600006878376,0.10080000758171,0.096000000834465,0.288000017404556,0.110400006175041,0.193548381328582,0.25806450843811,0.25806450843811,0.290322571992874,0.322580635547637,0.25806450843811,0.290322571992874,0.25806450843811,0.290322571992874,0.290322571992874,0.322580635547637,0.290322571992874,0.322580635547637,0.290322571992874,93.07142857142857,0.13028571967567695,0.2811059824057984
2508,97.0,67.0,73.0,85.0,95.0,89.0,114.0,89.0,53.0,92.0,92.0,81.0,82.0,108.0,520.0,468.0,427.0,412.0,800.0,252.0,382.0,653.0,421.0,564.0,469.0,238.0,413.0,423.0,401.0,354.0,327.0,705.0,163.0,268.0,564.0,368.0,472.0,377.0,157.0,331.0,0.268800020217895,0.182400003075599,0.27360001206398,0.499200016260147,0.835200011730194,0.340800017118454,0.54720002412796,0.412800014019012,0.499200016260147,0.254400014877319,0.46560001373291,0.124800004065036,0.110400006175041,0.758400022983551,0.25806450843811,0.419354826211929,0.451612889766693,0.451612889766693,0.838709652423858,0.25806450843811,0.451612889766693,0.290322571992874,0.354838699102401,0.483870953321456,0.419354826211929,0.322580635547637,0.25806450843811,0.709677398204803,86.92857142857143,0.39805715690766036,0.42626726840223544
2714,82.0,72.0,72.0,46.0,88.0,72.0,70.0,79.0,72.0,78.0,90.0,72.0,62.0,16.0,431.0,275.0,375.0,423.0,494.0,369.0,595.0,493.0,656.0,477.0,570.0,251.0,810.0,349.0,203.0,303.0,377.0,406.0,297.0,525.0,414.0,584.0,399.0,480.0,179.0,748.0,0.0864000022411346,0.110400006175041,0.10080000758171,0.072000004351139,0.0768000036478042,0.235200017690658,0.263999998569488,0.0912000015377998,0.0816000029444694,0.096000000834465,0.096000000834465,0.096000000834465,0.0624000020325183,0.0768000036478042,0.25806450843811,0.290322571992874,0.290322571992874,0.161290317773818,0.25806450843811,0.25806450843811,0.290322571992874,0.193548381328582,0.225806444883346,0.290322571992874,0.25806450843811,0.225806444883346,0.193548381328582,0.225806444883346,69.35714285714286,0.11040000378021156,0.24423962405749688
1921,45.0,60.0,67.0,46.0,61.0,64.0,73.0,52.0,79.0,73.0,64.0,84.0,57.0,68.0,521.0,354.0,587.0,375.0,476.0,330.0,284.0,409.0,389.0,437.0,450.0,260.0,974.0,476.0,294.0,520.0,329.0,415.0,266.0,211.0,357.0,310.0,364.0,386.0,176.0,917.0,0.0672000050544738,0.0624000020325183,0.096000000834465,0.0864000022411346,0.10080000758171,0.0912000015377998,0.0864000022411346,0.0816000029444694,0.0816000029444694,0.0864000022411346,0.072000004351139,0.0912000015377998,0.0816000029444694,0.144000008702278,0.193548381328582,0.193548381328582,0.290322571992874,0.290322571992874,0.290322571992874,0.290322571992874,0.25806450843811,0.25806450843811,0.225806444883346,0.225806444883346,0.25806450843811,0.225806444883346,0.25806450843811,0.38709676265716497,63.785714285714285,0.08777143194207113,0.2603686558348788
317,92.0,93.0,72.0,90.0,105.0,100.0,97.0,98.0,98.0,110.0,126.0,109.0,70.0,78.0,1662.0,868.0,1592.0,1404.0,943.0,986.0,709.0,844.0,626.0,742.0,666.0,892.0,1254.0,1570.0,775.0,1520.0,1314.0,838.0,886.0,612.0,746.0,528.0,632.0,540.0,783.0,1184.0,0.120000004768371,0.120000004768371,0.0912000015377998,0.115200005471706,0.244800016283988,0.312000006437301,0.398400008678436,0.105600006878376,0.096000000834465,0.0912000015377998,0.37440001964569,0.0912000015377998,0.0864000022411346,0.321600019931793,0.354838699102401,0.225806444883346,0.25806450843811,0.290322571992874,0.25806450843811,0.225806444883346,0.25806450843811,0.193548381328582,0.193548381328582,0.25806450843811,0.51612901687622,0.193548381328582,0.225806444883346,0.25806450843811,95.57142857142857,0.18342857861093081,0.2649769506284163
1545,109.0,106.0,129.0,132.0,80.0,143.0,85.0,87.0,92.0,98.0,87.0,117.0,117.0,97.0,743.0,701.0,773.0,562.0,631.0,777.0,666.0,781.0,697.0,764.0,676.0,487.0,830.0,634.0,595.0,644.0,430.0,551.0,634.0,581.0,694.0,605.0,666.0,589.0,370.0,713.0,0.0480000004172325,0.0432000011205673,0.0576000027358531,0.172800004482269,0.163200005888938,0.052800003439188,0.177600011229515,0.052800003439188,0.177600011229515,0.196800008416175,0.144000008702278,0.0672000050544738,0.158400014042854,0.0672000050544738,0.193548381328582,0.193548381328582,0.193548381328582,0.193548381328582,0.193548381328582,0.161290317773818,0.129032254219055,0.193548381328582,0.193548381328582,0.193548381328582,0.225806444883346,0.193548381328582,0.129032254219055,0.25806450843811,105.64285714285714,0.11280000608946575,0.1889400865350444
1001,99.0,95.0,98.0,106.0,94.0,92.0,115.0,124.0,102.0,91.0,111.0,138.0,103.0,122.0,5852.0,391.0,422.0,3184.0,698.0,3132.0,3410.0,677.0,1683.0,1366.0,819.0,812.0,18017.0,5753.0,296.0,324.0,3078.0,604.0,3040.0,3295.0,553.0,1581.0,1275.0,708.0,674.0,17914.0,0.144000008702278,0.739200055599212,0.494400024414062,0.201600015163421,0.163200005888938,0.499200016260147,0.816000044345855,0.196800008416175,0.158400014042854,0.163200005888938,0.187200009822845,0.144000008702278,0.518400013446807,0.87360006570816,0.322580635547637,0.354838699102401,0.322580635547637,0.38709676265716497,0.322580635547637,0.25806450843811,0.38709676265716497,0.290322571992874,0.290322571992874,0.290322571992874,0.354838699102401,0.354838699102401,0.25806450843811,0.354838699102401,106.42857142857143,0.378514306885855,0.3248847829444062
1400,83.0,70.0,65.0,108.0,125.0,80.0,71.0,93.0,73.0,65.0,126.0,70.0,57.0,53.0,349.0,269.0,159.0,433.0,600.0,212.0,782.0,283.0,448.0,168.0,199.0,236.0,472.0,266.0,199.0,94.0,325.0,475.0,132.0,711.0,190.0,375.0,103.0,73.0,166.0,415.0,0.0816000029444694,0.29280000925064,0.139200001955032,0.120000004768371,0.182400003075599,0.62880003452301,0.158400014042854,0.115200005471706,0.196800008416175,0.148800000548362,0.312000006437301,0.451200008392334,0.691200017929077,0.302400022745132,0.225806444883346,0.290322571992874,0.290322571992874,0.193548381328582,0.38709676265716497,0.38709676265716497,0.322580635547637,0.290322571992874,0.354838699102401,0.290322571992874,0.25806450843811,0.322580635547637,0.612903237342834,0.51612901687622,81.35714285714286,0.2729142957500045,0.33870966945375663
1995,108.0,82.0,70.0,58.0,104.0,107.0,98.0,90.0,92.0,101.0,97.0,66.0,85.0,79.0,363.0,220.0,82.0,317.0,463.0,166.0,450.0,489.0,241.0,122.0,138.0,172.0,388.0,255.0,138.0,12.0,259.0,359.0,59.0,352.0,399.0,149.0,21.0,41.0,106.0,303.0,0.393600016832351,0.585600018501281,0.196800008416175,0.096000000834465,0.27360001206398,0.110400006175041,0.576000034809112,0.144000008702278,0.393600016832351,0.220800012350082,0.148800000548362,0.19200000166893,0.153600007295608,0.302400022745132,0.38709676265716497,0.322580635547637,0.354838699102401,0.25806450843811,0.354838699102401,0.25806450843811,0.38709676265716497,0.290322571992874,0.290322571992874,0.354838699102401,0.322580635547637,0.225806444883346,0.38709676265716497,0.548387050628662,88.35714285714286,0.2705142976982249,0.33870966519628204
1243,101.0,136.0,94.0,91.0,91.0,85.0,90.0,90.0,96.0,81.0,97.0,130.0,88.0,79.0,499.0,379.0,274.0,819.0,450.0,298.0,538.0,1795.0,325.0,383.0,329.0,336.0,789.0,398.0,243.0,180.0,728.0,359.0,213.0,448.0,1705.0,229.0,302.0,232.0,206.0,701.0,0.153600007295608,0.249600008130073,0.705600023269653,0.220800012350082,0.134400010108947,0.115200005471706,0.302400022745132,0.46560001373291,0.134400010108947,0.153600007295608,0.172800004482269,0.0384000018239021,0.76800000667572,0.302400022745132,0.322580635547637,0.38709676265716497,0.419354826211929,0.419354826211929,0.322580635547637,0.193548381328582,0.483870953321456,0.290322571992874,0.25806450843811,0.290322571992874,0.322580635547637,0.129032254219055,0.38709676265716497,0.548387050628662,96.35714285714286,0.2797714397311207,0.34101381259305086
2739,69.0,106.0,99.0,107.0,104.0,116.0,97.0,105.0,85.0,106.0,109.0,82.0,97.0,124.0,367.0,282.0,356.0,293.0,512.0,304.0,343.0,479.0,350.0,426.0,626.0,236.0,609.0,298.0,176.0,257.0,186.0,408.0,188.0,246.0,374.0,265.0,320.0,517.0,154.0,512.0,0.105600006878376,0.0768000036478042,0.096000000834465,0.249600008130073,0.254400014877319,0.0912000015377998,0.0816000029444694,0.0768000036478042,0.0816000029444694,0.0768000036478042,0.235200017690658,0.230400010943412,0.0768000036478042,0.46560001373291,0.290322571992874,0.225806444883346,0.290322571992874,0.225806444883346,0.193548381328582,0.225806444883346,0.225806444883346,0.193548381328582,0.193548381328582,0.225806444883346,0.225806444883346,0.193548381328582,0.225806444883346,0.322580635547637,100.42857142857143,0.15702857822179775,0.23271888707365251
